,location,total_sqft,bath,bhk_size,price
640,Mahadevpura,1225.0,2.0,2,48.0
642,Chikkalasandra,875.0,2.0,2,52.8
643,Jalahalli East,750.0,1.0,1,40.0
644,6th Phase JP Nagar,1180.0,2.0,2,80.0
645,Haralur Road,1194.0,2.0,2,47.0
646,Hennur Road,1500.0,2.0,3,62.0
647,Other,1160.0,2.0,2,52.2
649,Hosakerehalli,2378.0,3.0,3,262.0
650,Sarjapur,1128.0,2.0,2,60.0
651,Hebbal,1500.0,3.0,3,150.0
652,Other,1220.0,2.0,3,35.23
653,Sarjapur  Road,1210.0,2.0,2,58.0
654,Kanakpura Road,1100.0,2.0,3,58.0
655,Bommasandra,1200.0,3.0,3,46.0
656,Haralur Road,3385.0,5.0,4,260.0
657,Other,1641.0,3.0,3,66.0
658,Horamavu Agara,1200.0,2.0,2,45.0
659,Raja Rajeshwari Nagar,1260.0,2.0,2,67.39
660,Mahadevpura,1720.0,3.0,3,78.0
661,Yelahanka,1132.5,2.0,2,48.13
662,Yelahanka,1210.0,2.0,2,45.98
663,Indira Nagar,2200.0,4.0,4,200.0
664,Bisuvanahalli,1075.0,2.0,3,45.0
665,Thanisandra,1702.0,3.0,3,130.0
666,Other,1630.0,2.0,2,200.0
667,Raja Rajeshwari Nagar,1141.0,2.0,2,38.55
668,Other,2072.0,3.0,3,108.0
670,Other,1200.0,2.0,3,70.0
671,Other,1350.0,3.0,3,77.0
673,Other,1180.0,2.0,3,78.34
675,Other,1355.0,2.0,2,115.0
676,Other,600.0,1.0,1,50.0
678,Bannerghatta Road,1640.0,2.0,3,120.0
679,Other,1200.0,5.0,5,100.0
680,Kodichikkanahalli,1190.0,2.0,3,57.0
681,OMBR Layout,2400.0,4.0,4,375.0
682,Marathahalli,1019.0,2.0,2,49.85
683,Other,1875.0,3.0,3,165.0
684,Akshaya Nagar,1250.0,3.0,3,40.0
685,Brookefield,1200.0,3.0,3,140.0
686,Whitefield,1140.0,2.0,2,56.0
687,Lingadheeranahalli,1683.0,3.0,3,109.0
688,Kaggadasapura,1515.0,3.0,3,83.3
689,Hoodi,2118.0,4.0,4,111.0
690,Bannerghatta Road,1380.0,3.0,4,58.0
691,Varthur Road,1083.0,2.0,2,61.75
692,Other,600.0,2.0,2,55.0
693,Other,2300.0,3.0,3,120.0
694,Other,1240.0,2.0,2,60.0
695,Other,1750.0,3.0,3,120.0
696,Other,1230.0,2.0,2,43.48
697,Anjanapura,1500.0,3.0,3,139.0
698,Abbigere,985.0,2.0,2,40.39
699,Tindlu,1500.0,2.0,3,87.0
700,Electronic City,1125.0,2.0,2,32.49
701,Other,950.0,2.0,2,44.0
703,Kothanur,1580.0,3.0,3,76.0
704,Other,1092.0,2.0,3,98.5
705,Electronic City Phase II,1090.0,2.0,2,28.34
706,Hennur Road,2264.0,3.0,3,159.0
707,Dommasandra,1033.0,2.0,3,25.53
708,Kammasandra,810.0,2.0,2,24.5
709,Other,1045.0,2.0,2,45.0
710,Hebbal,1337.0,2.0,2,82.0
711,Chandapura,1200.0,2.0,2,32.0
712,Koramangala,1580.0,3.0,3,160.0
713,Begur Road,1500.0,2.0,3,54.0
714,Whitefield,1640.0,4.0,3,91.0
715,Other,1570.0,3.0,3,62.0
716,Gubbalala,1470.0,2.0,3,82.0
717,Kengeri,1160.0,2.0,2,40.61
718,7th Phase JP Nagar,1050.0,2.0,2,71.0
719,Other,1855.0,3.0,3,225.0
720,Bannerghatta Road,1460.0,2.0,3,90.0
721,Hulimavu,1823.0,3.0,3,100.0
722,Electronic City,1094.0,2.0,2,42.0
723,Budigere,1153.0,2.0,2,57.0
724,Other,1325.0,3.0,3,57.0
725,Parappana Agrahara,1200.0,3.0,4,85.0
726,Jakkur,1590.0,2.0,3,125.0
727,Other,1210.0,4.0,5,160.0
728,Raja Rajeshwari Nagar,1200.0,4.0,4,220.0
729,Other,1202.0,2.0,2,48.0
730,Haralur Road,1202.0,2.0,2,53.0
731,Other,1200.0,2.0,2,62.5
732,Panathur,1688.0,3.0,3,118.0
733,Kaval Byrasandra,1020.0,2.0,2,52.0
734,Sarjapur,1185.0,2.0,2,47.0
735,Ramagondanahalli,1235.0,2.0,2,52.04
737,Banashankari,1077.0,2.0,2,37.64
738,Kengeri Satellite Town,1415.0,2.0,3,66.0
739,EPIP Zone,2330.0,3.0,3,162.0
740,Whitefield,805.0,2.0,2,35.0
741,Other,425.0,1.0,1,20.03
742,Whitefield,1155.0,2.0,2,59.95
744,Anekal,656.0,2.0,2,22.0
745,Other,1100.0,2.0,2,48.0
746,Mahadevpura,1150.0,2.0,2,52.0
747,Other,600.0,1.0,1,60.0
748,Other,1468.0,2.0,2,140.0
750,Whitefield,2280.0,4.0,3,126.0
751,Hegde Nagar,1341.0,2.0,2,97.0
752,Jakkur,1279.0,2.0,2,77.0
753,Electronic City Phase II,2225.0,4.0,4,98.88
754,Thanisandra,1185.0,2.0,2,43.51
755,Other,1750.0,3.0,3,85.0
756,Kudlu,1152.0,2.0,2,53.5
757,Other,1000.0,4.0,5,160.0
758,Hulimavu,1300.0,2.0,2,36.0
759,Varthur Road,2760.0,4.0,4,155.0
760,5th Phase JP Nagar,1070.0,2.0,2,39.0
761,Uttarahalli,1101.0,2.0,2,45.0
762,Other,775.0,2.0,2,55.0
763,Yeshwanthpur,667.0,1.0,1,36.85
764,Electronic City,1070.0,2.0,2,55.0
765,Old Airport Road,1875.0,2.0,3,110.0
766,Kundalahalli,735.0,2.0,2,57.99
768,Koramangala,1750.0,3.0,3,130.0
769,Marathahalli,1215.0,2.0,2,67.0
771,Vishwapriya Layout,820.0,2.0,2,30.0
772,Banashankari Stage VI,1177.5,2.0,2,59.935
773,Battarahalli,1779.0,3.0,3,89.61
774,Other,1105.0,2.0,2,58.0
775,Other,0.0,2.0,1,93.0
776,Whitefield,1650.0,3.0,3,60.0
777,Jalahalli,1694.0,2.0,2,150.0
778,Hosakerehalli,2376.0,3.0,3,203.0
779,Cox Town,1975.0,3.0,3,150.0
780,Kammasandra,674.0,2.0,2,33.0
781,Kaggadasapura,1185.0,2.0,2,41.0
782,Other,445.0,1.0,1,28.0
784,HSR Layout,1475.0,3.0,3,75.0
785,Gottigere,1618.0,3.0,3,82.5
786,Koramangala,1120.0,2.0,2,65.0
787,Marathahalli,2181.0,3.0,4,152.0
788,Vidyaranyapura,1200.0,4.0,4,90.0
790,Bannerghatta Road,1556.0,2.0,3,59.13
791,Bannerghatta Road,1179.0,2.0,2,66.02
792,Thanisandra,1296.0,2.0,2,83.0
793,Kaggadasapura,1275.0,2.0,2,52.0
795,Kathriguppe,1400.0,2.0,3,77.0
796,Gottigere,1222.0,2.0,2,63.0
797,Electronic City,940.0,2.0,2,41.0
798,Thanisandra,1185.0,2.0,2,42.6
799,Tumkur Road,1779.0,3.0,3,112.0
800,Begur Road,1615.0,3.0,3,59.76
802,Haralur Road,1056.0,2.0,2,61.0
803,7th Phase JP Nagar,1100.0,2.0,2,46.0
804,Arekere,920.0,2.0,2,40.0
805,Other,1602.0,2.0,3,75.0
806,Padmanabhanagar,1176.0,2.0,2,62.0
807,HBR Layout,675.0,3.0,4,59.0
808,Other,1352.0,3.0,3,135.0
809,Kasavanhalli,1717.0,3.0,3,99.0
811,Bhoganhalli,2119.0,4.0,4,111.0
812,Vittasandra,1246.0,2.0,2,67.3
813,Anandapura,1141.0,2.0,2,42.79
814,Hennur Road,1157.0,2.0,2,84.0
815,Chandapura,1025.0,2.0,2,27.68
816,Yelahanka New Town,650.0,1.0,1,33.0
817,Hebbal,1349.0,2.0,2,98.0
818,Narayanapura,1566.0,3.0,3,83.3
819,Sahakara Nagar,2830.0,3.0,4,195.0
820,Electronic City,1320.0,2.0,3,38.13
821,Other,1780.0,3.0,3,84.83
822,Varthur,1091.0,2.0,2,34.9
823,Rachenahalli,3670.0,4.0,4,300.0
824,7th Phase JP Nagar,918.0,2.0,2,50.49
825,Yeshwanthpur,1950.0,4.0,4,130.0
826,Panathur,1695.0,3.0,3,90.0
827,Yelahanka,1705.0,3.0,3,95.0
828,Kalyan nagar,1375.0,3.0,3,75.0
829,Kanakpura Road,525.0,1.0,1,30.0
830,Whitefield,1447.0,2.0,2,83.0
831,Thanisandra,1114.0,2.0,2,39.0
832,7th Phase JP Nagar,1450.0,2.0,3,100.0
833,Other,460.0,1.0,2,15.0
834,Vasanthapura,1022.0,2.0,2,40.0
835,Hebbal,1000.0,2.0,2,45.0
836,Electronic City,1128.0,2.0,2,68.75
837,Kanakpura Road,1180.0,2.0,2,57.0
839,Nagarbhavi,1200.0,2.0,2,150.0
841,Kanakpura Road,1339.0,2.0,2,75.0
842,Yelachenahalli,1400.0,2.0,3,55.0
843,7th Phase JP Nagar,1040.0,2.0,2,39.52
844,Kadugodi,1198.0,2.0,2,58.0
845,Other,1200.0,3.0,4,95.0
846,Sarjapur  Road,1691.0,3.0,3,113.0
847,Bisuvanahalli,1075.0,3.0,3,36.0
848,1st Block Jayanagar,1630.0,3.0,3,194.0
849,8th Phase JP Nagar,1240.0,3.0,3,43.5
850,Bannerghatta Road,1122.5,2.0,2,58.935
851,Mallasandra,1665.0,3.0,3,86.58
852,Marathahalli,2489.0,3.0,3,94.0
853,Brookefield,1142.0,2.0,2,70.0
854,Other,1976.0,3.0,3,184.0
856,Kothannur,1853.0,3.0,3,82.0
858,Kasturi Nagar,1567.0,2.0,2,92.0
859,Talaghattapura,1090.0,2.0,2,27.24
862,Electronics City Phase 1,1175.0,2.0,2,51.47
863,Subramanyapura,1200.0,2.0,2,52.0
864,Kodichikkanahalli,995.0,2.0,2,41.0
865,Magadi Road,884.0,2.0,2,41.1
866,Other,900.0,3.0,5,80.0
867,Yeshwanthpur,1170.0,2.0,2,57.0
868,KR Puram,1225.0,2.0,2,46.55
869,Electronic City,1342.0,2.0,2,73.3
870,Uttarahalli,1345.0,2.0,2,67.0
871,Kodigehaali,1320.0,3.0,3,65.0
872,Other,0.0,2.0,2,45.0
873,Raja Rajeshwari Nagar,1140.0,2.0,2,49.39
874,Battarahalli,1300.0,2.0,2,50.0
875,Hosa Road,1652.0,3.0,3,85.0
876,Thigalarapalya,2072.0,4.0,3,142.0
877,Arekere,1740.0,2.0,3,95.0
878,Electronic City,1360.0,2.0,3,71.0
879,Hosur Road,1145.0,2.0,3,60.0
880,Uttarahalli,1540.0,2.0,3,40.0
881,Sarjapur  Road,1278.0,2.0,2,95.0
882,Electronic City Phase II,630.0,1.0,1,40.0
883,Kanakpura Road,1100.0,3.0,3,58.0
884,Other,1200.0,3.0,3,95.0
886,Chandapura,582.5,1.0,1,15.135
887,Chandapura,1015.0,2.0,2,25.88
888,Hosur Road,3300.0,5.0,5,240.0
890,Gunjur,1356.0,2.0,3,66.0
891,Other,823.0,2.0,2,28.0
892,TC Palaya,1200.0,2.0,3,66.0
893,Ramamurthy Nagar,1050.0,2.0,2,37.0
894,Other,1180.0,2.0,2,69.0
895,Whitefield,1116.0,2.0,2,51.91
896,7th Phase JP Nagar,1070.0,2.0,2,42.79
897,Varthur,1385.0,2.0,2,80.0
898,Varthur,1000.0,1.0,1,70.0
899,Whitefield,1897.0,3.0,3,130.0
900,Magadi Road,1005.0,2.0,2,55.78
901,Green Glen Layout,1575.0,3.0,3,125.0
902,Subramanyapura,975.0,2.0,2,65.0
903,Hennur Road,1904.0,3.0,3,120.0
904,Kengeri Satellite Town,930.0,1.0,1,30.0
905,Kanakpura Road,525.0,1.0,1,26.0
906,Other,686.0,1.0,1,17.0
907,Electronic City Phase II,2400.0,3.0,2,150.0
908,Other,1410.0,1.0,2,233.0
909,Sarjapur  Road,2238.0,3.0,3,140.0
910,Harlur,1174.0,2.0,2,69.0
911,Thubarahalli,3800.0,4.0,4,239.0
912,Whitefield,2225.0,2.0,3,125.0
913,Other,1250.0,2.0,2,200.0
914,Jigani,918.0,2.0,2,52.0
915,Mahadevpura,1250.0,2.0,2,52.0
916,Sarjapur  Road,1800.0,3.0,3,110.0
917,Marathahalli,1170.0,2.0,2,53.0
918,Other,1300.0,1.0,1,200.0
919,Bannerghatta Road,793.0,2.0,2,45.0
920,Jakkur,1710.0,3.0,3,107.0
921,Kambipura,1082.0,2.0,3,57.5
922,Other,1001.0,2.0,2,33.03
923,Other,1500.0,4.0,4,180.0
924,Yelahanka,1590.0,2.0,3,54.0
925,Other,2400.0,2.0,3,80.0
926,Horamavu Banaswadi,1554.0,3.0,3,55.0
927,Thanisandra,1142.5,2.0,2,43.415
929,Konanakunte,884.0,1.0,2,58.0
930,Hosa Road,1045.0,2.0,2,98.89
931,Marathahalli,1019.0,2.0,2,49.86
932,Ambedkar Nagar,1935.0,4.0,3,130.0
933,Uttarahalli,1135.0,2.0,3,39.73
934,Lakshminarayana Pura,1680.0,3.0,3,150.0
935,Hebbal,2470.0,5.0,4,247.0
936,1st Phase JP Nagar,2825.0,4.0,4,250.0
937,Hosakerehalli,2480.0,3.0,3,330.0
939,Ramamurthy Nagar,1800.0,4.0,5,187.0
940,Kasavanhalli,1799.0,3.0,3,90.0
942,Attibele,400.0,1.0,1,11.0
943,Kundalahalli,1047.0,2.0,2,82.0
944,Other,1282.0,2.0,2,87.0
945,NGR Layout,1020.0,2.0,2,45.9
946,Kammanahalli,1080.0,3.0,4,155.0
947,Whitefield,1495.0,2.0,2,79.5
948,Kasavanhalli,3260.0,4.0,4,240.0
949,Other,1611.0,2.0,3,64.44
951,Other,1500.0,2.0,3,95.0
952,Sahakara Nagar,1500.0,2.0,3,95.0
953,Yelahanka,3206.0,5.0,4,270.0
954,Uttarahalli,1540.0,3.0,3,50.0
955,Hosa Road,1639.0,3.0,3,80.0
956,Marathahalli,700.0,4.0,4,72.0
957,Raja Rajeshwari Nagar,1303.0,2.0,2,55.79
958,Koramangala,1005.0,1.0,2,110.0
959,Kammasandra,657.5,1.0,1,18.41
960,Chandapura,1305.0,3.0,3,33.28
961,Kothannur,600.0,4.0,3,95.0
962,Other,1300.0,1.0,2,115.0
963,Brookefield,1440.0,2.0,3,68.0
964,Seegehalli,901.0,2.0,2,35.14
965,Rajaji Nagar,1725.0,3.0,3,200.0
966,Sarjapur,900.0,2.0,3,42.0
967,BEML Layout,1060.0,2.0,2,55.0
968,NGR Layout,1020.0,2.0,2,48.45
969,Varthur,1535.0,3.0,3,65.99
970,Other,530.0,1.0,1,20.0
971,Haralur Road,1464.0,3.0,3,56.0
972,Other,1350.0,2.0,2,80.0
973,Sarjapur  Road,1115.0,2.0,2,50.0
974,Uttarahalli,1175.0,2.0,2,47.0
975,Whitefield,1113.0,2.0,2,62.0
977,Ramamurthy Nagar,1640.0,4.0,5,240.0
978,Giri Nagar,650.0,2.0,2,42.0
979,Marathahalli,1325.0,2.0,2,71.55
980,Electronics City Phase 1,950.0,2.0,2,31.0
981,Jakkur,1396.0,2.0,3,86.51
982,Rachenahalli,1050.0,2.0,2,52.07
983,Thanisandra,1825.0,3.0,3,100.0
984,7th Phase JP Nagar,1190.0,2.0,2,49.98
985,Marathahalli,1220.0,2.0,2,56.5
986,NRI Layout,1565.0,2.0,3,75.0
987,Hennur Road,1891.0,3.0,3,109.0
988,Other,900.0,2.0,2,27.0
989,Hosa Road,1161.0,2.0,2,55.15
990,Sarjapur,649.5,1.0,1,17.535
992,Rajaji Nagar,315.0,4.0,4,90.0
993,Yeshwanthpur,665.0,1.0,1,36.85
994,Mysore Road,1175.0,2.0,2,73.5
995,Hoodi,1425.0,2.0,2,80.0
996,Chikkabanavar,1200.0,1.0,1,20.0
997,ITPL,1200.0,3.0,3,56.12
998,Somasundara Palya,1255.0,2.0,2,67.0
999,Hegde Nagar,2112.95,4.0,3,145.0
1000,Raja Rajeshwari Nagar,600.0,1.0,1,22.0
1001,Haralur Road,1810.0,3.0,3,100.0
1002,Indira Nagar,1200.0,2.0,2,93.0
1003,Harlur,1033.0,2.0,2,49.0
1004,ITPL,1548.0,3.0,3,89.5
1005,Horamavu Banaswadi,1611.0,3.0,3,66.0
1006,Electronic City Phase II,1400.0,2.0,3,40.43
1007,Vidyaranyapura,1485.0,2.0,3,67.0
1008,Margondanahalli,2400.0,2.0,2,82.0
1009,Pattandur Agrahara,1025.0,2.0,2,44.5
1010,Other,600.0,3.0,4,65.0
1011,Other,1225.0,2.0,2,53.0
1012,5th Phase JP Nagar,1256.0,2.0,2,62.8
1013,Whitefield,2268.0,3.0,4,163.0
1014,Kanakpura Road,1100.0,3.0,3,53.0
1015,Other,1141.0,2.0,2,62.0
1016,Attibele,400.0,1.0,1,12.0
1017,Chandapura,1400.0,2.0,2,60.0
1019,Other,0.0,1.0,1,110.0
1020,Other,15.0,1.0,1,30.0
1021,Other,1175.0,2.0,2,48.27
1022,Sahakara Nagar,1100.0,2.0,2,56.0
1023,Kanakpura Road,1843.0,3.0,3,95.84
1025,Horamavu Banaswadi,1460.0,2.0,2,80.5
1026,Rachenahalli,1530.0,2.0,3,74.5
1027,HSR Layout,1467.0,2.0,2,55.0
1028,Other,950.0,1.0,1,40.0
1029,Vittasandra,1246.0,2.0,2,64.5
1030,Kanakapura,711.0,1.0,1,38.0
1031,Haralur Road,1194.0,2.0,2,46.0
1032,Babusapalaya,1358.0,2.0,3,43.4
1034,Hoodi,1420.0,2.0,2,75.0
1035,Kathriguppe,1250.0,2.0,3,68.75
1036,Akshaya Nagar,1280.0,2.0,2,58.0
1037,Other,1209.0,2.0,2,50.0
1039,Other,1215.0,4.0,4,205.0
1040,Panathur,1315.0,2.0,3,54.8
1041,Other,1800.0,3.0,3,90.0
1042,Other,1600.0,4.0,5,125.0
1043,TC Palaya,1600.0,2.0,3,65.0
1045,Other,1563.0,3.0,3,52.0
1046,Whitefield,1560.0,2.0,3,72.0
1047,Brookefield,2169.0,4.0,3,115.0
1049,Rachenahalli,1050.0,2.0,2,55.5
1050,Iblur Village,3235.0,3.0,3,235.0
1051,TC Palaya,1200.0,3.0,3,66.0
1052,HSR Layout,1140.0,2.0,2,46.0
1053,7th Phase JP Nagar,1500.0,3.0,3,170.0
1054,Horamavu Agara,1560.0,3.0,3,75.0
1055,JP Nagar,1100.0,2.0,2,70.0
1056,Kasavanhalli,1260.0,2.0,3,40.32
1057,Hebbal,1036.0,2.0,2,50.0
1058,Akshaya Nagar,1662.0,3.0,3,85.1
1059,Yelachenahalli,1464.0,2.0,3,105.0
1060,Yelahanka,1234.0,2.0,2,80.0
1061,Sarjapur  Road,1403.0,3.0,3,55.0
1062,Other,915.0,4.0,4,54.9
1064,Seegehalli,1150.0,2.0,3,42.9
1065,Hebbal,3900.0,4.0,4,410.0
1066,Yeshwanthpur,850.0,4.0,5,90.0
1067,Kanakapura,929.0,2.0,2,46.0
1069,TC Palaya,1350.0,2.0,3,75.0
1070,Vasanthapura,1135.0,2.0,2,39.73
1071,Other,1405.0,2.0,2,70.0
1072,Whitefield,1200.0,2.0,2,45.84
1073,Haralur Road,2805.0,4.0,4,154.0
1074,Yeshwanthpur,1161.0,2.0,2,64.08
1075,Kanakpura Road,1290.0,2.0,2,74.0
1076,Yeshwanthpur,2557.0,3.0,3,141.0
1077,Other,1480.0,3.0,3,90.0
1079,Old Madras Road,1350.0,3.0,3,54.54
1080,Kadugodi,1580.0,2.0,3,65.0
1081,Banashankari,1470.0,2.0,3,88.64
1082,Ananth Nagar,500.0,1.0,1,14.0
1083,Sarjapur  Road,1346.0,2.0,2,61.92
1084,Other,1600.0,3.0,3,90.0
1085,Other,720.0,2.0,2,120.0
1086,Other,0.0,2.0,2,29.5
1087,Other,1200.0,4.0,4,135.0
1088,Other,1200.0,2.0,2,35.0
1089,Channasandra,1340.0,2.0,3,48.33
1091,Jigani,918.0,2.0,2,48.0
1092,Other,1500.0,3.0,3,115.0
1093,Yelahanka,1315.0,2.0,2,85.0
1095,Uttarahalli,1390.0,2.0,3,62.55
1096,Uttarahalli,1330.0,2.0,3,56.0
1097,Jalahalli,3100.0,4.0,5,265.0
1098,Other,1824.0,3.0,3,125.0
1099,7th Phase JP Nagar,1420.0,2.0,3,96.0
1100,Other,750.0,1.0,1,56.25
1101,Jalahalli East,1260.0,2.0,3,60.0
1102,Hennur Road,1561.0,3.0,3,95.0
1104,Other,1060.0,2.0,2,42.0
1106,Haralur Road,1225.0,2.0,2,67.38
1107,Thanisandra,2144.0,3.0,3,135.0
1109,Electronic City,880.0,2.0,2,29.0
1110,Hoodi,1639.0,3.0,3,110.0
1111,Thanisandra,1240.0,2.0,3,62.0
1112,Kanakpura Road,1500.0,2.0,2,69.0
1113,Haralur Road,1243.0,2.0,2,46.0
1114,Marathahalli,1575.0,3.0,3,78.0
1115,Haralur Road,1027.0,2.0,2,44.0
1116,Kambipura,1082.0,2.0,3,56.0
1117,Konanakunte,1637.0,3.0,3,73.0
1118,Kanakpura Road,1665.0,3.0,3,86.58
1119,Electronic City,1265.0,2.0,2,56.93
1120,Electronic City,1691.0,2.0,3,102.0
1121,Thanisandra,1100.0,2.0,2,38.0
1122,Other,24.0,2.0,5,150.0
1123,Other,1500.0,3.0,3,62.0
1124,Hosakerehalli,3205.0,5.0,4,380.0
1125,Kammanahalli,1666.0,4.0,5,150.0
1126,Choodasandra,1115.0,2.0,2,50.0
1127,Mysore Road,1070.0,2.0,2,45.0
1128,Indira Nagar,1128.0,2.0,2,105.0
1129,Budigere,1162.0,2.0,2,57.0
1130,Other,1339.0,2.0,2,55.0
1131,Mahadevpura,1192.0,2.0,2,75.0
1132,Haralur Road,1920.0,3.0,3,115.0
1133,Hennur,1255.0,2.0,2,52.32
1134,Rajaji Nagar,1357.0,2.0,2,115.0
1135,Other,1600.0,3.0,3,75.0
1136,Other,1225.0,2.0,2,55.11
1137,Whitefield,2400.0,4.0,4,200.0
1138,Kasturi Nagar,1570.0,3.0,3,80.0
1139,Thanisandra,1093.0,2.0,2,70.0
1140,Basaveshwara Nagar,1865.0,3.0,3,145.0
1142,Kaikondrahalli,1039.0,2.0,2,80.0
1143,Vittasandra,1246.0,2.0,2,64.5
1144,Whitefield,1985.0,3.0,3,75.0
1145,Hosakerehalli,1590.0,3.0,3,49.0
1147,Electronic City Phase II,775.0,2.0,2,38.0
1148,Other,1000.0,2.0,2,50.0
1149,Hebbal Kempapura,1800.0,3.0,3,175.0
1150,Bommasandra,1035.0,2.0,2,41.0
1151,Dasarahalli,1520.0,2.0,3,75.0
1152,Whitefield,1360.0,2.0,2,95.0
1154,Kodigehaali,1117.0,2.0,2,56.0
1155,KR Puram,1200.0,4.0,4,120.0
1156,EPIP Zone,1330.0,2.0,2,92.5
1157,Marathahalli,1937.0,3.0,3,160.0
1158,Electronic City,1128.0,2.0,2,65.49
1159,Neeladri Nagar,1053.0,2.0,2,45.0
1160,Panathur,1198.0,2.0,2,77.0
1161,Marathahalli,1152.0,2.0,2,56.0
1163,Frazer Town,1625.0,2.0,2,75.0
1164,Kundalahalli,1397.0,3.0,3,105.0
1165,Yeshwanthpur,1523.0,3.0,3,170.0
1166,Kambipura,883.0,2.0,2,45.0
1167,Kaggalipura,700.0,1.0,1,38.0
1168,Yelahanka,1170.0,2.0,2,62.5
1169,Kanakpura Road,1200.0,2.0,3,42.0
1170,Other,2400.0,3.0,3,170.0
1171,Other,1480.0,2.0,2,65.0
1172,Akshaya Nagar,1897.0,3.0,3,120.0
1173,Rachenahalli,996.0,2.0,2,67.0
1174,Haralur Road,1875.0,3.0,3,110.0
1175,Other,1500.0,2.0,3,98.0
1176,Other,3095.0,3.0,3,350.0
1177,Ambalipura,1390.0,2.0,3,175.0
1178,Yelahanka,1450.0,3.0,3,65.255
1179,Yelahanka,697.0,1.0,1,45.0
1180,Sarjapur  Road,710.0,1.0,1,27.0
1181,Other,910.0,2.0,2,30.5
1182,Sompura,1025.0,2.0,3,48.0
1183,Magadi Road,1000.0,2.0,2,46.5
1184,Harlur,1200.0,4.0,4,244.0
1185,Horamavu Agara,1453.0,2.0,3,46.48
1186,Sarjapur  Road,3335.0,5.0,4,300.0
1187,Thanisandra,971.5,2.0,2,36.435
1188,Bellandur,1281.0,2.0,2,74.0
1189,Cooke Town,565.0,1.0,1,35.0
1190,Varthur,1024.0,2.0,2,42.0
1191,Electronic City,1620.0,3.0,3,62.0
1192,Whitefield,1254.0,2.0,2,40.0
1193,Banashankari,1300.0,2.0,3,75.0
1194,Doddakallasandra,1233.0,2.0,2,43.0
1195,Other,1200.0,1.0,1,28.0
1196,Hosur Road,1510.0,2.0,3,105.0
1197,Kaggalipura,950.0,2.0,2,65.0
1198,Battarahalli,1945.0,3.0,3,97.42
1199,Uttarahalli,1008.0,2.0,2,45.0
1200,Thanisandra,1265.0,2.0,3,79.0
1201,Hebbal,1255.0,2.0,3,77.68
1203,Yelenahalli,1200.0,2.0,2,46.17
1204,Sarjapur  Road,1403.0,3.0,3,51.63
1205,Kudlu Gate,1535.0,3.0,3,85.0
1206,Other,1500.0,3.0,3,100.0
1207,Chamrajpet,1475.0,2.0,3,120.0
1208,Uttarahalli,1390.0,2.0,3,60.47
1209,Raja Rajeshwari Nagar,1278.0,2.0,3,53.76
1210,Other,1133.0,2.0,2,55.0
1211,Other,1560.0,5.0,5,145.0
1212,Other,2900.0,5.0,5,90.0
1213,Kogilu,1170.0,2.0,2,51.99
1214,Sahakara Nagar,1200.0,3.0,3,200.0
1215,Whitefield,1697.0,3.0,3,94.79
1216,Thanisandra,1651.0,3.0,3,97.38
1217,Other,1560.0,3.0,3,188.0
1218,Hennur Road,1192.0,2.0,3,60.0
1219,OMBR Layout,1078.0,2.0,2,65.0
1221,Kasavanhalli,1349.0,2.0,2,78.0
1223,7th Phase JP Nagar,1680.0,3.0,3,120.0
1224,Rayasandra,1314.0,2.0,3,63.0
1225,Garudachar Palya,1060.0,2.0,2,48.7
1226,Kalyan nagar,820.0,2.0,2,39.0
1228,BEML Layout,2000.0,3.0,3,85.0
1229,Other,856.0,2.0,2,40.0
1230,Rajaji Nagar,1621.0,4.0,3,130.0
1231,ITPL,1200.0,3.0,3,68.4
1232,Bannerghatta Road,1484.0,3.0,3,52.5
1233,Other,600.0,5.0,4,60.0
1235,Yelahanka New Town,500.0,1.0,1,20.0
1236,Other,485.0,1.0,1,15.0
1237,7th Phase JP Nagar,1050.0,2.0,2,42.0
1238,Uttarahalli,1617.0,3.0,3,66.68
1239,Electronic City,550.0,1.0,2,16.0
1240,Other,1384.0,3.0,3,62.28
1241,Devanahalli,1408.0,2.0,2,85.0
1242,Uttarahalli,1150.0,2.0,2,49.0
1243,Akshaya Nagar,1410.0,2.0,3,75.0
1244,Kaggadasapura,2150.0,4.0,4,100.0
1245,Koramangala,2292.0,4.0,3,275.0
1246,Malleshwaram,2006.0,3.0,3,297.0
1247,Other,1508.0,3.0,3,70.25
1248,Ramamurthy Nagar,1040.0,2.0,2,50.0
1249,TC Palaya,1240.0,2.0,2,60.0
1250,Kudlu Gate,1535.0,3.0,3,78.0
1251,Lakshminarayana Pura,1180.0,2.0,2,75.0
1253,Bannerghatta Road,1400.0,2.0,2,78.0
1254,Raja Rajeshwari Nagar,500.0,1.0,1,25.0
1256,Sarjapur  Road,1984.0,4.0,3,146.0
1257,Whitefield,3000.0,5.0,4,250.0
1258,Garudachar Palya,1960.0,3.0,3,160.0
1259,Sarjapur  Road,1035.0,2.0,2,45.0
1260,Other,2150.0,4.0,4,80.0
1261,Whitefield,1700.0,3.0,3,115.0
1262,Hosakerehalli,3024.0,5.0,4,248.0
1263,Tumkur Road,1586.0,3.0,3,100.0
1264,Hennur,2264.0,3.0,3,155.0
1265,Chikka Tirupathi,2325.0,4.0,4,120.0
1266,Yelahanka,1120.0,2.0,2,55.0
1267,Yelahanka,1662.0,3.0,3,67.98
1268,Sarjapur  Road,1128.0,2.0,2,59.0
1270,Jigani,924.0,2.0,2,65.0
1271,Other,1600.0,3.0,3,52.0
